customer_id,product_id,rating(bin),review_date,review_id,review_text,rating
3060,1560,0.9,08-09-2024,47,Definitely recommend to others.,1
3060,60,0.9,01-10-2024,48,Definitely recommend to others.,1
9038,38,3.5,14-10-2024,49,Worth every penny spent.,4
9038,1538,3.5,14-07-2024,50,Worth every penny spent.,4
7524,24,4.3,04-11-2024,51,Would give it 6 stars if I could!,5
7524,1524,4.3,30-05-2024,52,Would give it 6 stars if I could!,5
3067,1567,3.5,18-12-2023,53,Impressive attention to detail.,4
3067,67,3.5,11-06-2024,54,Impressive attention to detail.,4
7507,7,2.6,19-10-2024,55,Amazing! Exceeded my expectations.,3
7507,1507,2.6,30-05-2024,56,Amazing! Exceeded my expectations.,3
7544,1544,4.3,23-07-2024,57,Minor issues but works as intended.,5
7544,44,4.3,27-07-2024,58,Minor issues but works as intended.,5
9,9,1.7,02-05-2024,59,"It is okay, does the job.",2
9,1509,1.7,01-03-2024,60,"It is okay, does the job.",2
1533,1533,3.5,24-08-2024,61,Good product but shipping took forever.,4
1533,33,3.5,14-02-2024,62,Good product but shipping took forever.,4
3037,37,4.3,22-10-2024,63,"Does the basics well, nothing fancy.",5
3037,1537,4.3,02-03-2024,64,"Does the basics well, nothing fancy.",5
4531,31,1.7,28-03-2024,65,"Not as described, slightly disappointed.",2
4531,1531,1.7,07-02-2024,66,"Not as described, slightly disappointed.",2
55,1555,2.6,18-09-2024,67,"Decent build quality, fair price.",3
55,55,2.6,20-10-2024,68,"Decent build quality, fair price.",3
7533,1533,3.5,19-12-2023,69,Good product but shipping took forever.,4
7533,33,3.5,04-04-2024,70,Good product but shipping took forever.,4
4527,27,4.3,11-07-2024,71,Had some issues but support was helpful.,5
4527,1527,4.3,12-09-2024,72,Had some issues but support was helpful.,5
4549,49,0.9,04-07-2024,73,"Not the best, but gets the job done.",1
4549,1549,0.9,07-03-2024,74,"Not the best, but gets the job done.",1
1535,1535,3.5,11-04-2024,75,Quality control needs improvement.,4
1535,35,3.5,21-03-2024,76,Quality control needs improvement.,4
6032,32,4.3,06-04-2024,77,"Functions perfectly, no issues so far.",5
6032,1532,4.3,20-10-2024,78,"Functions perfectly, no issues so far.",5
7579,79,0.9,01-12-2023,79,Would definitely buy again!,1
7579,1579,0.9,24-05-2024,80,Would definitely buy again!,1
6060,1560,0.9,09-11-2024,81,Definitely recommend to others.,1
6060,60,0.9,28-10-2024,82,Definitely recommend to others.,1
4574,1574,1.7,13-12-2023,83,"Fantastic product, fast shipping.",2
4574,74,1.7,07-03-2024,84,"Fantastic product, fast shipping.",2
6020,1520,2.6,17-04-2024,85,"Not worth the money, save your cash.",3
6020,20,2.6,11-03-2024,86,"Not worth the money, save your cash.",3
6021,1521,1.7,20-04-2024,87,Exactly what I was looking for.,2
6021,21,1.7,17-09-2024,88,Exactly what I was looking for.,2
6051,51,0.9,08-08-2024,89,Mixed feelings about this one.,1
6051,1551,0.9,13-03-2024,90,Mixed feelings about this one.,1
7521,1521,1.7,21-03-2024,91,Exactly what I was looking for.,2
7521,21,1.7,12-06-2024,92,Exactly what I was looking for.,2
19,1519,4.3,29-04-2024,93,"Works as advertised, no complaints.",5
19,19,4.3,28-02-2024,94,"Works as advertised, no complaints.",5
1547,47,0.9,07-09-2024,95,Perfect addition to my setup.,1
1547,1547,0.9,16-03-2024,96,Perfect addition to my setup.,1
3049,49,0.9,04-10-2024,97,"Not the best, but gets the job done.",1
3049,1549,0.9,12-03-2024,98,"Not the best, but gets the job done.",1
3070,70,2.6,17-07-2024,99,Met my expectations perfectly.,3
3070,1570,2.6,17-05-2024,100,Met my expectations perfectly.,3
4562,1562,1.7,20-01-2024,101,"Good product, slow delivery.",2
4562,62,1.7,10-07-2024,102,"Good product, slow delivery.",2
6033,1533,3.5,22-01-2024,103,Good product but shipping took forever.,4
6033,33,3.5,18-04-2024,104,Good product but shipping took forever.,4
9045,1545,1.7,28-11-2023,105,Exceeded my expectations completely.,2
9045,45,1.7,23-06-2024,106,Exceeded my expectations completely.,2
6038,38,3.5,16-02-2024,107,Worth every penny spent.,4
6038,1538,3.5,04-07-2024,108,Worth every penny spent.,4
6006,6,0.9,07-11-2024,109,"The item broke after a week, not happy.",1
6006,1506,0.9,18-01-2024,110,"The item broke after a week, not happy.",1
7515,1515,2.6,08-09-2024,111,"Lasted longer than expected, good purchase.",3
7515,15,2.6,03-09-2024,112,"Lasted longer than expected, good purchase.",3
6075,75,4.3,15-07-2024,113,Could use some improvements.,5
6075,1575,4.3,06-03-2024,114,Could use some improvements.,5
6076,1576,2.6,23-05-2024,115,"Great features, worth the wait.",3
6076,76,2.6,23-01-2024,116,"Great features, worth the wait.",3
7538,38,3.5,02-08-2024,117,Worth every penny spent.,4
7538,1538,3.5,23-10-2024,118,Worth every penny spent.,4
7546,1546,1.7,15-11-2024,119,"Just average, nothing remarkable.",2
7546,46,1.7,02-05-2024,120,"Just average, nothing remarkable.",2
3028,28,0.9,24-08-2024,121,"Solid construction, feels durable.",1
3028,1528,0.9,16-12-2023,122,"Solid construction, feels durable.",1
7503,3,0.9,21-04-2024,123,"Excellent quality, would buy again.",1
7503,1503,0.9,14-04-2024,124,"Excellent quality, would buy again.",1
7569,69,0.9,21-03-2024,125,Amazing value for the features.,1
7569,1569,0.9,12-04-2024,126,Amazing value for the features.,1
24,24,4.3,31-03-2024,127,Would give it 6 stars if I could!,5
24,1524,4.3,28-09-2024,128,Would give it 6 stars if I could!,5
3079,79,0.9,18-02-2024,129,Would definitely buy again!,1
3079,1579,0.9,03-07-2024,130,Would definitely buy again!,1
6041,1541,2.6,15-07-2024,131,Expected better quality materials.,3
6041,41,2.6,02-05-2024,132,Expected better quality materials.,3
4526,1526,0.9,14-09-2024,133,"Easy to use, great features.",1
4526,26,0.9,07-11-2024,134,"Easy to use, great features.",1
6017,1517,4.3,26-06-2024,135,Disappointed with the overall quality.,5
6017,17,4.3,29-05-2024,136,Disappointed with the overall quality.,5
9003,3,0.9,14-05-2024,137,"Excellent quality, would buy again.",1
9003,1503,0.9,02-11-2024,138,"Excellent quality, would buy again.",1
4563,1563,3.5,26-04-2024,139,Happy with the performance so far.,4
4563,63,3.5,14-07-2024,140,Happy with the performance so far.,4
17,1517,4.3,30-07-2024,141,Disappointed with the overall quality.,5
17,17,4.3,08-04-2024,142,Disappointed with the overall quality.,5
4514,1514,1.7,02-01-2024,143,"Average product, nothing special.",2
4514,14,1.7,28-09-2024,144,"Average product, nothing special.",2
45,1545,1.7,22-01-2024,145,Exceeded my expectations completely.,2
45,45,1.7,28-09-2024,146,Exceeded my expectations completely.,2
7501,1501,3.5,14-06-2024,147,"Great product, very satisfied!",4
7501,1,3.5,06-07-2024,148,"Great product, very satisfied!",4
7540,40,1.7,05-11-2024,149,Impressive features for the price.,2
7540,1540,1.7,09-01-2024,150,Impressive features for the price.,2
1562,1562,1.7,17-09-2024,151,"Good product, slow delivery.",2
1562,62,1.7,16-12-2023,152,"Good product, slow delivery.",2
4564,64,1.7,16-07-2024,153,Not quite what I was hoping for.,2
4564,1564,1.7,16-08-2024,154,Not quite what I was hoping for.,2
1528,28,0.9,24-06-2024,155,"Solid construction, feels durable.",1
1528,1528,0.9,21-05-2024,156,"Solid construction, feels durable.",1
9034,34,3.5,13-08-2024,157,Really happy with this purchase.,4
9034,1534,3.5,19-10-2024,158,Really happy with this purchase.,4
11,1511,3.5,08-11-2024,159,"Shipping was fast, product works great!",4
11,11,3.5,12-08-2024,160,"Shipping was fast, product works great!",4
3031,31,1.7,15-05-2024,161,"Not as described, slightly disappointed.",2
3031,1531,1.7,24-04-2024,162,"Not as described, slightly disappointed.",2
9078,78,0.9,01-06-2024,163,Good quality but instructions unclear.,1
9078,1578,0.9,01-07-2024,164,Good quality but instructions unclear.,1
4548,1548,3.5,21-10-2024,165,Wish I had bought this sooner!,4
4548,48,3.5,05-08-2024,166,Wish I had bought this sooner!,4
4571,71,4.3,29-07-2024,167,Solid product despite minor flaws.,5
4571,1571,4.3,21-08-2024,168,Solid product despite minor flaws.,5
3001,1501,3.5,04-04-2024,169,"Great product, very satisfied!",4
3001,1,3.5,08-03-2024,170,"Great product, very satisfied!",4
9016,16,3.5,17-03-2024,171,"Customer service was excellent, product too.",4
9016,1516,3.5,15-05-2024,172,"Customer service was excellent, product too.",4
1573,1573,4.3,30-10-2024,173,Works well but expensive for what it is.,5
1573,73,4.3,15-11-2024,174,Works well but expensive for what it is.,5
9075,75,4.3,19-01-2024,175,Could use some improvements.,5
9075,1575,4.3,16-08-2024,176,Could use some improvements.,5
1543,43,2.6,04-05-2024,177,"Great value, pleasantly surprised.",3
1543,1543,2.6,05-05-2024,178,"Great value, pleasantly surprised.",3
9009,9,1.7,20-11-2023,179,"It is okay, does the job.",2
9009,1509,1.7,25-11-2023,180,"It is okay, does the job.",2
70,70,2.6,24-11-2023,181,Met my expectations perfectly.,3
70,1570,2.6,12-04-2024,182,Met my expectations perfectly.,3
1546,1546,1.7,01-11-2024,183,"Just average, nothing remarkable.",2
1546,46,1.7,19-09-2024,184,"Just average, nothing remarkable.",2
6034,34,3.5,27-08-2024,185,Really happy with this purchase.,4
6034,1534,3.5,08-02-2024,186,Really happy with this purchase.,4
6007,7,2.6,08-04-2024,187,Amazing! Exceeded my expectations.,3
6007,1507,2.6,12-07-2024,188,Amazing! Exceeded my expectations.,3
6072,72,4.3,31-12-2023,189,Really impressed with the quality.,5
6072,1572,4.3,01-02-2024,190,Really impressed with the quality.,5
9001,1501,3.5,08-07-2024,191,"Great product, very satisfied!",4
9001,1,3.5,03-06-2024,192,"Great product, very satisfied!",4
3045,1545,1.7,23-09-2024,193,Exceeded my expectations completely.,2
3045,45,1.7,21-02-2024,194,Exceeded my expectations completely.,2
43,43,2.6,22-11-2023,195,"Great value, pleasantly surprised.",3
43,1543,2.6,22-05-2024,196,"Great value, pleasantly surprised.",3
6014,1514,1.7,18-06-2024,197,"Average product, nothing special.",2
6014,14,1.7,06-03-2024,198,"Average product, nothing special.",2
7551,51,0.9,14-04-2024,199,Mixed feelings about this one.,1
7551,1551,0.9,19-09-2024,200,Mixed feelings about this one.,1
1,1501,3.5,02-07-2024,201,"Great product, very satisfied!",4
1,1,3.5,06-03-2024,202,"Great product, very satisfied!",4
9048,1548,3.5,16-09-2024,203,Wish I had bought this sooner!,4
9048,48,3.5,18-08-2024,204,Wish I had bought this sooner!,4
3043,43,2.6,16-06-2024,205,"Great value, pleasantly surprised.",3
3043,1543,2.6,24-08-2024,206,"Great value, pleasantly surprised.",3
3036,36,1.7,06-11-2024,207,Outstanding performance and reliability.,2
3036,1536,1.7,06-07-2024,208,Outstanding performance and reliability.,2
7534,34,3.5,12-11-2024,209,Really happy with this purchase.,4
7534,1534,3.5,05-09-2024,210,Really happy with this purchase.,4
1571,71,4.3,18-08-2024,211,Solid product despite minor flaws.,5
1571,1571,4.3,17-09-2024,212,Solid product despite minor flaws.,5
3047,47,0.9,08-03-2024,213,Perfect addition to my setup.,1
3047,1547,0.9,26-06-2024,214,Perfect addition to my setup.,1
7502,2,0.9,26-08-2024,215,"Not what I expected, but still decent.",1
7502,1502,0.9,29-04-2024,216,"Not what I expected, but still decent.",1
25,25,0.9,12-07-2024,217,Decent product but overpriced.,1
25,1525,0.9,25-02-2024,218,Decent product but overpriced.,1
3055,1555,2.6,08-12-2023,219,"Decent build quality, fair price.",3
3055,55,2.6,27-03-2024,220,"Decent build quality, fair price.",3
1523,23,0.9,17-01-2024,221,Nice design but functionality is lacking.,1
1523,1523,0.9,06-12-2023,222,Nice design but functionality is lacking.,1
4540,40,1.7,19-03-2024,223,Impressive features for the price.,2
4540,1540,1.7,28-06-2024,224,Impressive features for the price.,2
1536,36,1.7,13-10-2024,225,Outstanding performance and reliability.,2
1536,1536,1.7,30-07-2024,226,Outstanding performance and reliability.,2
1559,1559,1.7,01-04-2024,227,Started strong but deteriorated quickly.,2
1559,59,1.7,20-04-2024,228,Started strong but deteriorated quickly.,2
1502,2,0.9,12-03-2024,229,"Not what I expected, but still decent.",1
1502,1502,0.9,23-04-2024,230,"Not what I expected, but still decent.",1
6048,1548,3.5,23-10-2024,231,Wish I had bought this sooner!,4
6048,48,3.5,17-10-2024,232,Wish I had bought this sooner!,4
7518,18,1.7,27-06-2024,233,Best purchase I have made this year!,2
7518,1518,1.7,08-04-2024,234,Best purchase I have made this year!,2
1557,57,2.6,03-12-2023,235,Some improvements needed but good overall.,3
1557,1557,2.6,11-09-2024,236,Some improvements needed but good overall.,3
7547,47,0.9,21-04-2024,237,Perfect addition to my setup.,1
7547,1547,0.9,19-03-2024,238,Perfect addition to my setup.,1
9077,77,1.7,24-10-2024,239,Satisfied with the purchase overall.,2
9077,1577,1.7,11-01-2024,240,Satisfied with the purchase overall.,2
1514,1514,1.7,06-11-2024,241,"Average product, nothing special.",2
1514,14,1.7,22-10-2024,242,"Average product, nothing special.",2
3078,78,0.9,12-10-2024,243,Good quality but instructions unclear.,1
3078,1578,0.9,07-02-2024,244,Good quality but instructions unclear.,1
4507,7,2.6,09-04-2024,245,Amazing! Exceeded my expectations.,3
4507,1507,2.6,26-09-2024,246,Amazing! Exceeded my expectations.,3
3007,7,2.6,21-07-2024,247,Amazing! Exceeded my expectations.,3
3007,1507,2.6,05-08-2024,248,Amazing! Exceeded my expectations.,3
3075,75,4.3,28-06-2024,249,Could use some improvements.,5
3075,1575,4.3,02-06-2024,250,Could use some improvements.,5
4570,70,2.6,05-01-2024,251,Met my expectations perfectly.,3
4570,1570,2.6,15-12-2023,252,Met my expectations perfectly.,3
3040,40,1.7,15-01-2024,253,Impressive features for the price.,2
3040,1540,1.7,25-09-2024,254,Impressive features for the price.,2
9028,28,0.9,20-04-2024,255,"Solid construction, feels durable.",1
9028,1528,0.9,21-04-2024,256,"Solid construction, feels durable.",1
7574,1574,1.7,08-01-2024,257,"Fantastic product, fast shipping.",2
7574,74,1.7,06-11-2024,258,"Fantastic product, fast shipping.",2
1554,1554,1.7,02-10-2024,259,Lives up to the hype completely.,2
1554,54,1.7,25-08-2024,260,Lives up to the hype completely.,2
3074,1574,1.7,16-09-2024,261,"Fantastic product, fast shipping.",2
3074,74,1.7,14-12-2023,262,"Fantastic product, fast shipping.",2
4569,69,0.9,29-10-2024,263,Amazing value for the features.,1
4569,1569,0.9,02-01-2024,264,Amazing value for the features.,1
69,69,0.9,31-12-2023,265,Amazing value for the features.,1
69,1569,0.9,23-05-2024,266,Amazing value for the features.,1
1549,49,0.9,23-07-2024,267,"Not the best, but gets the job done.",1
1549,1549,0.9,02-07-2024,268,"Not the best, but gets the job done.",1
9059,1559,1.7,12-10-2024,269,Started strong but deteriorated quickly.,2
9059,59,1.7,30-06-2024,270,Started strong but deteriorated quickly.,2
1564,64,1.7,10-01-2024,271,Not quite what I was hoping for.,2
1564,1564,1.7,22-05-2024,272,Not quite what I was hoping for.,2
9067,1567,3.5,08-08-2024,273,Impressive attention to detail.,4
9067,67,3.5,21-09-2024,274,Impressive attention to detail.,4
62,1562,1.7,03-07-2024,275,"Good product, slow delivery.",2
62,62,1.7,22-06-2024,276,"Good product, slow delivery.",2
6029,29,0.9,14-10-2024,277,"Pretty good, room for improvement though.",1
6029,1529,0.9,02-11-2024,278,"Pretty good, room for improvement though.",1
9043,43,2.6,29-11-2023,279,"Great value, pleasantly surprised.",3
9043,1543,2.6,26-06-2024,280,"Great value, pleasantly surprised.",3
4542,42,4.3,01-07-2024,281,Simple to set up and use daily.,5
4542,1542,4.3,02-07-2024,282,Simple to set up and use daily.,5
3,3,0.9,31-05-2024,283,"Excellent quality, would buy again.",1
3,1503,0.9,15-07-2024,284,"Excellent quality, would buy again.",1
9058,1558,2.6,08-03-2024,285,Excellent product for daily use.,3
9058,58,2.6,26-02-2024,286,Excellent product for daily use.,3
4513,13,4.3,30-11-2023,287,"Perfect for my needs, highly recommend.",5
4513,1513,4.3,28-07-2024,288,"Perfect for my needs, highly recommend.",5
5,1505,0.9,25-12-2023,289,Good value for the price.,1
5,5,0.9,21-08-2024,290,Good value for the price.,1
7506,6,0.9,08-06-2024,291,"The item broke after a week, not happy.",1
7506,1506,0.9,12-12-2023,292,"The item broke after a week, not happy.",1
7568,68,2.6,29-10-2024,293,Needs some refinement but promising.,3
7568,1568,2.6,05-07-2024,294,Needs some refinement but promising.,3
7560,1560,0.9,29-07-2024,295,Definitely recommend to others.,1
7560,60,0.9,18-09-2024,296,Definitely recommend to others.,1
4509,9,1.7,15-12-2023,297,"It is okay, does the job.",2
4509,1509,1.7,14-11-2024,298,"It is okay, does the job.",2
6012,12,3.5,21-09-2024,299,Could be better for the price point.,4
6012,1512,3.5,08-10-2024,300,Could be better for the price point.,4
6005,1505,0.9,24-06-2024,301,Good value for the price.,1
6005,5,0.9,09-03-2024,302,Good value for the price.,1
4566,1566,0.9,08-11-2024,303,Basic functionality but reliable.,1
4566,66,0.9,25-05-2024,304,Basic functionality but reliable.,1
7542,42,4.3,13-11-2024,305,Simple to set up and use daily.,5
7542,1542,4.3,27-04-2024,306,Simple to set up and use daily.,5
1555,1555,2.6,03-02-2024,307,"Decent build quality, fair price.",3
1555,55,2.6,24-01-2024,308,"Decent build quality, fair price.",3
68,68,2.6,29-01-2024,309,Needs some refinement but promising.,3
68,1568,2.6,22-01-2024,310,Needs some refinement but promising.,3
22,1522,2.6,29-01-2024,311,Better than similar products I have tried.,3
22,22,2.6,15-07-2024,312,Better than similar products I have tried.,3
41,1541,2.6,30-12-2023,313,Expected better quality materials.,3
41,41,2.6,29-03-2024,314,Expected better quality materials.,3
7519,1519,4.3,18-03-2024,315,"Works as advertised, no complaints.",5
7519,19,4.3,13-12-2023,316,"Works as advertised, no complaints.",5
1501,1501,3.5,21-10-2024,317,"Great product, very satisfied!",4
1501,1,3.5,29-02-2024,318,"Great product, very satisfied!",4
6071,71,4.3,06-08-2024,319,Solid product despite minor flaws.,5
6071,1571,4.3,05-09-2024,320,Solid product despite minor flaws.,5
20,1520,2.6,17-11-2023,321,"Not worth the money, save your cash.",3
20,20,2.6,04-09-2024,322,"Not worth the money, save your cash.",3
1527,27,4.3,27-04-2024,323,Had some issues but support was helpful.,5
1527,1527,4.3,26-03-2024,324,Had some issues but support was helpful.,5
34,34,3.5,21-02-2024,325,Really happy with this purchase.,4
34,1534,3.5,10-07-2024,326,Really happy with this purchase.,4
3003,3,0.9,14-09-2024,327,"Excellent quality, would buy again.",1
3003,1503,0.9,15-11-2024,328,"Excellent quality, would buy again.",1
29,29,0.9,28-08-2024,329,"Pretty good, room for improvement though.",1
29,1529,0.9,02-11-2024,330,"Pretty good, room for improvement though.",1
1511,1511,3.5,24-09-2024,331,"Shipping was fast, product works great!",4
1511,11,3.5,30-04-2024,332,"Shipping was fast, product works great!",4
4512,12,3.5,07-12-2023,333,Could be better for the price point.,4
4512,1512,3.5,14-02-2024,334,Could be better for the price point.,4
6009,9,1.7,10-04-2024,335,"It is okay, does the job.",2
6009,1509,1.7,30-07-2024,336,"It is okay, does the job.",2
3022,1522,2.6,05-11-2024,337,Better than similar products I have tried.,3
3022,22,2.6,14-11-2024,338,Better than similar products I have tried.,3
9039,39,0.9,29-02-2024,339,Some flaws but overall satisfactory.,1
9039,1539,0.9,01-02-2024,340,Some flaws but overall satisfactory.,1
30,1530,2.6,05-12-2023,341,Absolutely love this product!,3
30,30,2.6,25-04-2024,342,Absolutely love this product!,3
3004,1504,0.9,05-12-2023,343,The product arrived late but works well.,1
3004,4,0.9,03-10-2024,344,The product arrived late but works well.,1
4557,57,2.6,14-04-2024,345,Some improvements needed but good overall.,3
4557,1557,2.6,04-10-2024,346,Some improvements needed but good overall.,3
9041,1541,2.6,24-12-2023,347,Expected better quality materials.,3
9041,41,2.6,21-02-2024,348,Expected better quality materials.,3
9033,1533,3.5,05-12-2023,349,Good product but shipping took forever.,4
9033,33,3.5,07-07-2024,350,Good product but shipping took forever.,4
1552,1552,1.7,05-01-2024,351,"Reliable product, no regrets.",2
1552,52,1.7,30-05-2024,352,"Reliable product, no regrets.",2
6028,28,0.9,01-07-2024,353,"Solid construction, feels durable.",1
6028,1528,0.9,16-09-2024,354,"Solid construction, feels durable.",1
9051,51,0.9,17-11-2023,355,Mixed feelings about this one.,1
9051,1551,0.9,08-09-2024,356,Mixed feelings about this one.,1
1541,1541,2.6,08-02-2024,357,Expected better quality materials.,3
1541,41,2.6,22-03-2024,358,Expected better quality materials.,3
3061,61,3.5,06-07-2024,359,Better than I anticipated.,4
3061,1561,3.5,29-08-2024,360,Better than I anticipated.,4
51,51,0.9,28-04-2024,361,Mixed feelings about this one.,1
51,1551,0.9,18-04-2024,362,Mixed feelings about this one.,1
9070,70,2.6,24-05-2024,363,Met my expectations perfectly.,3
9070,1570,2.6,08-07-2024,364,Met my expectations perfectly.,3
1556,1556,0.9,24-12-2023,365,Love the design and functionality.,1
1556,56,0.9,15-09-2024,366,Love the design and functionality.,1
6030,1530,2.6,18-11-2023,367,Absolutely love this product!,3
6030,30,2.6,14-10-2024,368,Absolutely love this product!,3
6023,23,0.9,26-04-2024,369,Nice design but functionality is lacking.,1
6023,1523,0.9,29-08-2024,370,Nice design but functionality is lacking.,1
3054,1554,1.7,14-05-2024,371,Lives up to the hype completely.,2
3054,54,1.7,28-02-2024,372,Lives up to the hype completely.,2
1538,38,3.5,25-09-2024,373,Worth every penny spent.,4
1538,1538,3.5,30-11-2023,374,Worth every penny spent.,4
1558,1558,2.6,19-02-2024,375,Excellent product for daily use.,3
1558,58,2.6,12-08-2024,376,Excellent product for daily use.,3
1504,1504,0.9,13-04-2024,377,The product arrived late but works well.,1
1504,4,0.9,24-11-2023,378,The product arrived late but works well.,1
6078,78,0.9,12-08-2024,379,Good quality but instructions unclear.,1
6078,1578,0.9,30-12-2023,380,Good quality but instructions unclear.,1
64,64,1.7,03-01-2024,381,Not quite what I was hoping for.,2
64,1564,1.7,03-08-2024,382,Not quite what I was hoping for.,2
7553,1553,4.3,17-10-2024,383,Good features but poor execution.,5
7553,53,4.3,29-01-2024,384,Good features but poor execution.,5
3066,1566,0.9,03-08-2024,385,Basic functionality but reliable.,1
3066,66,0.9,29-03-2024,386,Basic functionality but reliable.,1
7517,1517,4.3,17-08-2024,387,Disappointed with the overall quality.,5
7517,17,4.3,12-08-2024,388,Disappointed with the overall quality.,5
6,6,0.9,15-07-2024,389,"The item broke after a week, not happy.",1
6,1506,0.9,05-04-2024,390,"The item broke after a week, not happy.",1
9011,1511,3.5,19-03-2024,391,"Shipping was fast, product works great!",4
9011,11,3.5,08-09-2024,392,"Shipping was fast, product works great!",4
57,57,2.6,26-03-2024,393,Some improvements needed but good overall.,3
57,1557,2.6,06-02-2024,394,Some improvements needed but good overall.,3
1517,1517,4.3,10-02-2024,395,Disappointed with the overall quality.,5
1517,17,4.3,30-04-2024,396,Disappointed with the overall quality.,5
53,1553,4.3,14-04-2024,397,Good features but poor execution.,5
53,53,4.3,11-01-2024,398,Good features but poor execution.,5
3027,27,4.3,26-04-2024,399,Had some issues but support was helpful.,5
3027,1527,4.3,05-07-2024,400,Had some issues but support was helpful.,5
1519,1519,4.3,03-04-2024,401,"Works as advertised, no complaints.",5
1519,19,4.3,10-01-2024,402,"Works as advertised, no complaints.",5
4555,1555,2.6,30-09-2024,403,"Decent build quality, fair price.",3
4555,55,2.6,02-05-2024,404,"Decent build quality, fair price.",3
4522,1522,2.6,16-12-2023,405,Better than similar products I have tried.,3
4522,22,2.6,12-12-2023,406,Better than similar products I have tried.,3
58,1558,2.6,06-02-2024,407,Excellent product for daily use.,3
58,58,2.6,19-01-2024,408,Excellent product for daily use.,3
6053,1553,4.3,08-04-2024,409,Good features but poor execution.,5
6053,53,4.3,02-01-2024,410,Good features but poor execution.,5
3018,18,1.7,21-05-2024,411,Best purchase I have made this year!,2
3018,1518,1.7,26-09-2024,412,Best purchase I have made this year!,2
7576,1576,2.6,31-05-2024,413,"Great features, worth the wait.",3
7576,76,2.6,14-09-2024,414,"Great features, worth the wait.",3
16,16,3.5,02-10-2024,415,"Customer service was excellent, product too.",4
16,1516,3.5,14-04-2024,416,"Customer service was excellent, product too.",4
9030,1530,2.6,06-07-2024,417,Absolutely love this product!,3
9030,30,2.6,04-01-2024,418,Absolutely love this product!,3
9065,65,1.7,25-11-2023,419,Superior quality compared to competitors.,2
9065,1565,1.7,15-07-2024,420,Superior quality compared to competitors.,2
1578,78,0.9,04-02-2024,421,Good quality but instructions unclear.,1
1578,1578,0.9,21-05-2024,422,Good quality but instructions unclear.,1
7522,1522,2.6,22-03-2024,423,Better than similar products I have tried.,3
7522,22,2.6,28-01-2024,424,Better than similar products I have tried.,3
1505,1505,0.9,27-09-2024,425,Good value for the price.,1
1505,5,0.9,10-01-2024,426,Good value for the price.,1
